"","X1","Y1","ProbId1","X2","Y2","ProbId2","X3","Y3","ProbId3","X4","Y4","ProbId4","X5","Y5","ProbId5","X6","Y6","ProbId6","X7","Y7","ProbId7","X8","Y8","ProbId8"
"79",617.51,359,1,1163.8,409.54,0.99964,799.87,273.58,0.9849,1224.3,676.56,0.99981,1114.1,334.12,0.99967,1124.8,531.41,1,1207.6,424.39,0.99883,860.77,369.34,0.98935
"80",616.96,363.07,1,1155.8,401.9,0.99964,804.17,269.73,0.9849,1222.4,664.16,0.99981,1109.9,324.84,0.99967,1121.8,523.88,1,1204.2,420.53,0.99883,861.79,375.21,0.98935
"81",615.77,367.32,1,1148.1,394.15,0.99964,809.36,265.54,0.9849,1220.7,654,0.99981,1105.8,314.93,0.99967,1119.6,517.6,1,1200.8,416.71,0.99883,862.94,380.7,0.98935
"82",615.14,371.71,1,1140.5,387.26,0.99964,815.46,264.77,0.9849,1219.4,644.34,0.99981,1099.2,311.09,0.99967,1117.1,511.15,1,1197.4,412.89,0.99883,863.74,384.49,0.98935
"83",622,371.88,1,1133.1,378.83,0.99964,825.33,264.27,0.9849,1218.3,636.31,0.99981,1087.9,313.15,0.99967,1114.7,505.13,1,1193.7,409.12,0.99883,864.54,389.56,0.98935
"84",630.59,367.99,1,1126.2,371.51,0.99964,836.29,264.96,0.9849,1217.4,629.97,0.99981,1074.4,315.83,0.99967,1112.7,500.07,1,1189.9,404.73,0.99883,865.3,394.4,0.98935
"85",638.16,364.4,1,1121.2,365.06,0.99964,849.08,266.51,0.9849,1217,620.86,0.99981,1063.4,319.47,0.99967,1111.2,495.47,1,1187.7,402.7,0.99883,865.92,398.06,0.98935
"86",645.61,360.11,1,1115.9,358.66,0.99964,861.17,267.58,0.9849,1211.2,607.09,0.99981,1054.1,322.53,0.99967,1109.6,490.15,1,1182.3,398.63,0.99883,866.27,401.73,0.98935
"87",653.54,355.23,1,1109,349.94,0.99964,870.28,268.95,0.9849,1205.3,593.09,0.99981,1045.1,325.61,0.99967,1110.4,486.19,1,1175.1,392.13,0.99883,864.78,403.96,0.98935
"88",660.62,348.3,1,1103.9,343.24,0.99964,879.24,270.29,0.9849,1198.5,580.43,0.99981,1037.5,328.19,0.99967,1115.6,478.23,1,1164.2,387.87,0.99883,858.29,408.89,0.98935
"89",667.24,341.27,1,1096.2,334.21,0.99964,886.18,271.39,0.9849,1193.2,568.56,0.99981,1028.9,329.91,0.99967,1120.7,470.08,1,1150.5,383.21,0.99883,850.95,414.33,0.98935
"90",672.35,334.33,1,1090.8,327.09,0.99964,894.32,272.92,0.9849,1188.4,557.56,0.99981,1015.4,330,0.99967,1126.1,462.18,1,1139.9,379.88,0.99883,844.96,419.02,0.98935
"91",677.16,328.53,1,1083.3,317.9,0.99964,900.41,274.08,0.9849,1184.8,548.51,0.99981,997.85,329.48,0.99967,1130.6,454.22,1,1128.3,376.78,0.99883,839.21,423.24,0.98935
"92",683.91,317.91,1,1077.4,309.4,0.99964,905.57,275.02,0.9849,1185.4,535.95,0.99981,982.02,329.55,0.99967,1135,447.44,1,1119.1,374.32,0.99883,833.11,427.58,0.98935
"93",690.09,308.7,1,1069.8,301.34,0.99964,910.72,275.96,0.9849,1185.6,523.36,0.99981,967.19,329.81,0.99967,1138.8,442.06,1,1108.9,370.82,0.99883,829.86,429.88,0.98935
"94",695.99,300.67,1,1060.4,292.91,0.99964,916.11,277.03,0.9849,1187.3,510.89,0.99981,955.48,330.12,0.99967,1142.5,436.69,1,1095.9,365.92,0.99883,824.13,433.89,0.98935
"95",703.23,292.42,1,1049.1,288.83,0.99964,920.51,277.85,0.9849,1188.5,499.36,0.99981,945.75,330.52,0.99967,1145.2,432.33,1,1079.3,359.28,0.99883,821.41,435.82,0.98935
"96",708.32,286.43,1,1037.1,284.58,0.99964,924.79,278.6,0.9849,1188.7,490.15,0.99981,934.95,330.78,0.99967,1147.6,428.32,1,1065.5,355.13,0.99883,816.86,438.84,0.98935
"97",717.38,278.13,1,1025.7,282.81,0.99964,929.9,277.57,0.9849,1189.4,480.63,0.99981,927.61,332.77,0.99967,1149.4,423.79,1,1051.6,351.08,0.99883,813.59,440.96,0.98935
"98",729.79,268.64,1,1013.6,280.98,0.99964,938.98,276.88,0.9849,1189.4,471.98,0.99981,913.73,339.81,0.99967,1148.4,415.02,1,1039.5,347.15,0.99883,810.57,443.38,0.98935
"99",741.69,260.65,1,1005.7,280.1,0.99964,945.93,276.71,0.9849,1188.3,465,0.99981,899.95,346.66,0.99967,1147.6,407.53,1,1028.6,344.28,0.99883,807.39,445.36,0.98935
"100",751.7,253.21,1,996.15,279.13,0.99964,952.06,276.2,0.9849,1183.2,457.91,0.99981,886.88,353.5,0.99967,1143.2,397.86,1,1018.5,346.04,0.99883,803.86,447.29,0.98935
"101",760.74,246.74,1,987.38,278.43,0.99964,959.18,276,0.9849,1177.4,452.09,0.99981,875.47,359.21,0.99967,1138.6,389.21,1,1000.2,354.69,0.99883,799.82,446.65,0.98935
"102",768.6,241.18,1,979,281,-2,964.09,276.11,-2,1171.6,446.42,0.99981,866.02,363.92,0.99967,1131.2,381.39,1,983.67,363.81,0.99883,791.52,444.07,0.98935
"103",780.08,233.49,1,971.27,284.97,-2,969,276.21,-2,1167.9,442.45,0.99981,857.68,368.41,0.99967,1123.2,373.77,1,970.96,371.32,0.99883,783.78,441.68,0.98935
"104",794.69,226.85,1,963.54,288.93,0.99435,973.91,276.32,1,1161.5,435.6,0.99981,848.61,372.89,0.99967,1114.9,366.51,1,959.43,378.89,0.99883,777.42,439.56,0.98935
"105",806.87,222.35,1,954.17,293.58,0.99435,978.66,276.09,1,1157.6,429.48,0.99981,840.45,372.94,0.99967,1107.3,360.99,1,948.84,385.73,0.99883,771.62,437.57,0.98935
"106",817.89,218.24,1,946.28,297.42,0.99435,983,275.33,1,1151.5,420.57,0.99981,826.56,371.95,0.99967,1100.9,356.72,1,939.28,392.21,0.99883,765.87,435.37,0.98935
"107",827.08,215.06,1,939.49,300.65,0.99435,986.9,274.83,1,1145.8,411.67,0.99981,811.72,369.3,0.99967,1094.4,352.59,1,931.18,397.85,0.99883,761.8,433.98,0.98935
"108",835.1,212.04,1,931.57,305.15,0.99435,989.81,274.35,1,1140.1,403.53,0.99981,799.43,367.02,0.99967,1088.4,348.62,1,923.41,401.28,0.99883,756.9,432.17,0.98935
"109",841.85,209,1,922.51,308.79,0.99435,994.85,274.38,1,1134.8,395.15,0.99981,787.69,364.94,0.99967,1083,344.2,1,907.35,399.82,0.99883,752.85,430.48,0.98935
"110",848.12,206.74,1,911.56,314.19,0.99435,998.02,274.39,1,1128.1,385.45,0.99981,777.62,363.15,0.99967,1074.3,339.06,1,886.06,396.57,0.99883,749.08,428.87,0.98935
"111",855.98,203.62,1,901.58,318.1,0.99435,1001,274.59,1,1121.4,376.11,0.99981,767.68,361.41,0.99967,1065.1,332.6,1,868.84,395.87,0.99883,745.89,427.78,0.98935
"112",863.51,201.3,1,892.2,322.12,0.99435,1003,274.96,1,1114.5,369.15,0.99981,760.23,360.44,0.99967,1053.8,326.11,1,851.53,395.04,0.99883,742.68,426.42,0.98935
"113",876.72,202.67,1,883.34,325.66,0.99435,1004.7,277.02,1,1105.2,361.03,0.99981,752.44,359.22,0.99967,1045.1,318.86,1,837.82,394.07,0.99883,740.23,425.36,0.98935
"114",888.02,202.85,1,875.41,328.7,0.99435,1001.9,278.89,1,1094.1,353.48,0.99981,745.24,359.57,0.99967,1036,311.39,1,825.12,393.56,0.99883,737.21,424.21,0.98935
"115",898.9,203.62,1,868.12,332.18,0.99435,996.9,280.95,1,1085.1,347.41,0.99981,733.51,364.38,0.99967,1030.2,301.12,1,814.84,387.11,0.99883,734.76,423.18,0.98935
"116",907.91,203.55,1,861.58,333.04,0.99435,992.48,283.43,1,1075.5,340.91,0.99981,720.28,369.75,0.99967,1026.9,292.29,1,807.38,375.93,0.99883,732.69,422.32,0.98935
"117",919.27,204.26,1,849.92,335.02,0.99435,984.97,286.74,1,1067.2,335.53,0.99981,706.09,377.4,0.99967,1022.1,282.65,1,798.87,365.29,0.99883,730.28,421.68,0.98935
"118",934.13,204.21,1,839.01,336.86,0.99435,977.51,289.59,1,1060.5,330.8,0.99981,694.5,383.5,0.99967,1017.6,274.25,1,791.2,356.14,0.99883,728.56,421.08,0.98935
"119",947.34,204.14,1,827.65,337.82,0.99435,970.25,292.91,1,1054.8,326.87,0.99981,684.44,388.88,0.99967,1014,267.02,1,784.04,348.04,0.99883,726.81,420.22,0.98935
"120",958.18,204.03,1,818.18,338.8,0.99435,962.53,295.64,1,1048.9,322.21,0.99981,674.92,393.85,0.99967,1010.7,261.41,1,778.5,341.68,0.99883,724,419.47,0.98935
"121",966.97,204.27,1,809.48,339.84,0.99435,951.76,300.05,1,1044.6,318.74,0.99981,665.49,398.84,0.99967,1004.7,257.78,1,769.54,335.45,0.99883,723.64,419.22,0.98935
"122",976.95,205.14,1,801.95,340.78,0.99435,941.38,299.93,1,1039.2,314.57,0.99981,660.44,407.04,0.99967,997.86,255.66,1,757.63,335.51,0.99883,721.56,418.5,0.98935
"123",989.08,206.48,1,795.9,342.16,0.99435,926.08,300.31,1,1034.8,310.99,0.99981,653.21,422.33,0.99967,991.24,253.85,1,741.2,336.19,0.99883,721.42,418.72,0.98935
"124",1004.8,208.32,1,789.79,342.84,0.99435,916.98,299.71,1,1031.8,308.56,0.99981,649,436.35,0.99967,985.68,253.12,1,728.36,338.21,0.99883,719.57,418.75,0.98935
"125",1017,208.39,1,784.41,343.13,0.99435,902.02,298.96,1,1027.6,305.15,0.99981,644.09,450.53,0.99967,980.48,252.12,1,716.61,347.76,0.99883,718.09,419.12,0.98935
"126",1027,209.06,1,778.28,343.91,0.99435,889.2,296.89,1,1023.3,302.48,0.99981,640.41,462.16,0.99967,976.89,251.87,1,704.37,360.88,0.99883,717.55,419.82,0.98935
"127",1037.3,211.09,1,770.13,344.61,0.99435,874.35,294.18,1,1015.2,302.6,0.99981,636.96,473.22,0.99967,971.37,252.9,1,694.26,374.73,0.99883,715.9,422.82,0.98935
"128",1046.5,214.89,1,762.18,346.19,0.99435,861.6,293.1,1,1001.6,300.15,0.99981,634.09,482.43,0.99967,963.35,253.82,1,685.41,386.82,0.99883,713.73,427.48,0.98935
"129",1059.8,218.36,1,753.47,347.66,0.99435,846.92,291.04,1,989.32,299.71,0.99981,631.53,491.09,0.99967,953.43,254.83,1,676.85,399.82,0.99883,709.55,433.7,0.98935
"130",1073.5,223.72,1,747.59,348.54,0.99435,832.59,290.44,1,979.32,298.86,0.99981,629.36,498.74,0.99967,942.62,256.02,1,669.34,409.42,0.99883,705.96,437.25,0.98935
"131",1082.3,226.37,1,740.98,350.06,0.99435,820.3,289.07,1,968.72,298.29,0.99981,627.6,505.19,0.99967,931.49,257.59,1,661.82,421.45,0.99883,701.93,440.95,0.98935
